	ID2594-1-PAR1-TO-A01-S99	ID2594-10-PAR10-TO-B02-S108	ID2594-11-PAR11-TO-C02-S109	ID2594-12-PAR12-TO-D02-S110	ID2594-13-PAR13-TO-E02-S111	ID2594-14-PAR14-TO-F02-S112	ID2594-15-PAR15-TO-G02-S113	ID2594-16-PAR16-TO-H02-S114	ID2594-17-PAR17-TO-A03-S115	ID2594-18-PAR18-TO-B03-S116	ID2594-19-PAR19-TO-C03-S117	ID2594-2-PAR2-TO-B01-S100	ID2594-20-PAR20-TO-D03-S118	ID2594-21-PAR21-TO-E03-S119	ID2594-22-PAR1-X-F03-S120	ID2594-23-PAR2-X-G03-S121	ID2594-24-PAR3-X-H03-S122	ID2594-25-PAR4-X-A04-S123	ID2594-26-PAR5-X-B04-S124	ID2594-27-PAR6-X-C04-S125	ID2594-28-PAR7-X-D04-S126	ID2594-29-PAR8-X-E04-S127	ID2594-3-PAR3-TO-C01-S101	ID2594-30-PAR9-X-F04-S128	ID2594-31-PAR10-X-G04-S129	ID2594-32-PAR11-X-H04-S130	ID2594-33-PAR12-1-X-A05-S131	ID2594-34-PAR12-2-X-B05-S132	ID2594-35-PAR13-X-C05-S133	ID2594-36-PAR14-X-D05-S134	ID2594-37-PAR15-X-E05-S135	ID2594-38-PAR16-X-F05-S136	ID2594-39-PAR17-X-G05-S137	ID2594-4-PAR4-TO-D01-S102	ID2594-40-PAR18-X-H05-S138	ID2594-41-PAR19-X-A06-S139	ID2594-43-PAR21-X-C06-S140	ID2594-5-PAR5-TO-E01-S103	ID2594-6-PAR6-TO-F01-S104	ID2594-7-PAR7-TO-G01-S105	ID2594-8-PAR8-TO-H01-S106	ID2594-9-PAR9-TO-A02-S107
101637aba474a6614786486ad42acb11	79.0	977.0	73.0	1213.0	5944.0	2307.0	3352.0	3427.0	2242.0	1411.0	8977.0	239.0	6833.0	1099.0	0.0	0.0	117.0	69.0	147.0	0.0	12.0	343.0	155.0	0.0	0.0	17.0	0.0	61.0	1456.0	19.0	0.0	1449.0	433.0	1105.0	0.0	220.0	25.0	2537.0	2894.0	1799.0	802.0	3721.0
48d0964281b140f0e7db36f9f60e7738	0.0	0.0	16.0	13.0	6.0	15.0	0.0	0.0	3.0	7.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	764.0	4390.0	0.0	59.0	7.0	829.0	4724.0	68.0	9243.0	11491.0	2.0	0.0	9257.0	0.0	2.0	3.0	11633.0	2517.0	0.0	0.0	46.0	0.0	5.0	16.0
d2056d7ce9b69aef41f72d361c733f7b	0.0	3295.0	1838.0	1010.0	33.0	575.0	1817.0	1381.0	2669.0	0.0	119.0	0.0	21.0	1239.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145.0	0.0	0.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	2890.0	0.0	0.0	0.0	3730.0	1827.0	2999.0	626.0	1335.0
18eb929cf9350e0af65cf863c2786858	403.0	426.0	2198.0	490.0	969.0	1119.0	2003.0	2343.0	1066.0	0.0	570.0	1724.0	301.0	370.0	0.0	17.0	0.0	33.0	43.0	0.0	0.0	0.0	119.0	0.0	0.0	107.0	0.0	12.0	0.0	9.0	0.0	1562.0	9.0	970.0	0.0	35.0	16.0	2342.0	2797.0	127.0	259.0	3592.0
4dabe2309d1c15a45600aa8889f29291	0.0	0.0	0.0	0.0	5.0	3.0	4.0	0.0	0.0	0.0	289.0	0.0	4.0	0.0	253.0	0.0	1826.0	8223.0	563.0	649.0	0.0	0.0	0.0	326.0	24.0	8.0	262.0	3277.0	0.0	403.0	677.0	0.0	0.0	0.0	3.0	3653.0	0.0	2.0	0.0	0.0	0.0	3.0
7e4c8c964ee846be66d272ff7d413421	0.0	0.0	99.0	0.0	272.0	309.0	124.0	0.0	166.0	166.0	50.0	139.0	101.0	250.0	0.0	0.0	0.0	0.0	34.0	0.0	8652.0	19.0	50.0	160.0	2594.0	281.0	0.0	0.0	0.0	0.0	2432.0	0.0	16.0	45.0	2352.0	0.0	0.0	81.0	112.0	36.0	197.0	58.0
adaee256a34ff7012e77d1a26d82b874	50.0	54.0	273.0	100.0	705.0	975.0	131.0	198.0	64.0	6469.0	450.0	87.0	1716.0	696.0	0.0	601.0	71.0	52.0	93.0	9.0	0.0	169.0	127.0	0.0	0.0	13.0	0.0	35.0	75.0	30.0	2462.0	11.0	38.0	198.0	385.0	141.0	25.0	507.0	361.0	505.0	0.0	21.0
04be702b895fe5ed0568344daf564276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17328.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35fd41579b5eec27ec14c400c586c480	0.0	9.0	138.0	0.0	19.0	19.0	26.0	0.0	12.0	4.0	113.0	0.0	4.0	24.0	6400.0	0.0	1286.0	364.0	397.0	304.0	12.0	9.0	17.0	177.0	0.0	448.0	1682.0	622.0	0.0	1422.0	0.0	2006.0	0.0	10.0	0.0	954.0	2.0	0.0	26.0	0.0	10.0	70.0
add7f5d621120b854b4f1ab2f611089e	543.0	1098.0	0.0	781.0	676.0	1863.0	704.0	100.0	192.0	72.0	457.0	876.0	23.0	226.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	1718.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	369.0	0.0	0.0	0.0	1380.0	368.0	3165.0	812.0	116.0
8ac2b67c79adb6724b4b10ccb62f2db4	0.0	0.0	35.0	8.0	299.0	136.0	36.0	0.0	7.0	0.0	43.0	402.0	68.0	0.0	0.0	0.0	0.0	355.0	0.0	21.0	0.0	31.0	131.0	0.0	2998.0	59.0	30.0	0.0	0.0	0.0	0.0	0.0	9285.0	0.0	0.0	11.0	0.0	0.0	250.0	24.0	28.0	130.0
f7cf33648c7d6bda19e991b97583cdab	0.0	0.0	91.0	38.0	0.0	1200.0	0.0	0.0	131.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	13.0	3374.0	392.0	0.0	5110.0	220.0	256.0	509.0	0.0	0.0	2.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	20.0	572.0	73.0	556.0	1256.0
051a89162d82a7db4858e64d44b0e575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12666.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e3c9c2a072b1dd41a3d26f812f5c5f0e	0.0	0.0	0.0	0.0	77.0	140.0	38.0	39.0	36.0	0.0	0.0	0.0	1625.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	9762.0	44.0	199.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	4.0
75caefa0df8e0699a60f04fa154f0bba	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	12013.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12d746ea489d74ef50b3e84eecde1cfc	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	43.0	89.0	0.0	0.0	0.0	0.0	62.0	183.0	3.0	596.0	0.0	0.0	252.0	652.0	0.0	9051.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	10.0	0.0	580.0	0.0	0.0	258.0	0.0	0.0	45.0
002b038514ea383d4a11fffa3178cb3c	0.0	29.0	157.0	0.0	101.0	33.0	0.0	0.0	3.0	0.0	0.0	165.0	27.0	25.0	0.0	0.0	0.0	0.0	0.0	2.0	7221.0	0.0	201.0	0.0	420.0	258.0	0.0	0.0	0.0	0.0	3173.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	66.0	7.0	0.0	0.0
38397a9fec954221d173407138f7d76a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	415.0	0.0	0.0	0.0	58.0	0.0	0.0	4380.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	286.0	0.0	0.0	0.0	60.0	0.0	20.0	0.0	1610.0	4779.0	0.0	0.0	0.0	0.0	3.0
73b9a313c153726841a55e295f19bdb5	14.0	1623.0	142.0	156.0	294.0	150.0	329.0	972.0	134.0	523.0	186.0	1134.0	615.0	375.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	378.0	0.0	0.0	0.0	871.0	571.0	772.0	330.0	1340.0
22a979bab1c71a28dcffbfc9ee7945cc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.0	0.0	0.0	0.0	159.0	12.0	0.0	0.0	0.0	10255.0	0.0	0.0	0.0	0.0	0.0
73321ecd379c970215f1cd8c9bab7300	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2943.0	0.0	513.0	79.0	29.0	42.0	0.0	0.0	0.0	12.0	0.0	0.0	166.0	72.0	0.0	29.0	1498.0	3798.0	0.0	0.0	0.0	1290.0	0.0	0.0	0.0	0.0	0.0	3.0
0fb65b97cfcb0d59dfb10e73fc2e6e32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7266.0	0.0	272.0	43.0	1159.0	0.0	111.0	0.0	21.0	294.0	125.0	64.0	0.0	24.0	288.0	553.0	0.0	0.0	0.0	0.0	0.0
9b39a845425872b8466dd78a5748b19d	0.0	2608.0	0.0	184.0	139.0	44.0	642.0	2770.0	0.0	0.0	168.0	0.0	0.0	144.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	452.0	0.0	0.0	15.0	171.0	651.0	60.0	186.0	1352.0
5354b5f62e45014a1b54b8ad68cfa269	0.0	1823.0	170.0	47.0	56.0	10.0	912.0	471.0	84.0	0.0	147.0	0.0	120.0	351.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	996.0	0.0	0.0	0.0	1214.0	1406.0	1569.0	0.0	128.0
a5b69f125c8e15c8b470bd65ffa241c1	160.0	637.0	142.0	378.0	344.0	299.0	301.0	794.0	534.0	259.0	134.0	322.0	242.0	443.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	53.0	66.0	0.0	0.0	21.0	0.0	0.0	215.0	0.0	0.0	48.0	24.0	821.0	0.0	18.0	0.0	640.0	511.0	777.0	222.0	960.0
2f97492ef9c9571e2e76166dde9d64eb	180.0	4162.0	0.0	214.0	421.0	396.0	513.0	230.0	164.0	0.0	74.0	0.0	0.0	153.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	3.0	0.0	401.0	0.0	0.0	0.0	710.0	688.0	497.0	115.0	153.0
2753c5d7a364e43a146dee1d2a26d929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2471.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	6556.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0
e63eb1425d8eb15d70973bfb7a34b9b5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	478.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	17.0	0.0	452.0	7737.0	0.0	0.0	0.0	0.0	0.0
1efa2e9ca8d9d0128928e26097941fb2	0.0	0.0	485.0	113.0	504.0	0.0	85.0	917.0	17.0	0.0	321.0	0.0	3584.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	61.0	0.0	10.0	800.0	0.0	33.0	0.0	0.0	0.0	537.0	0.0	129.0	0.0	28.0	0.0	13.0	90.0	262.0	0.0	744.0
3c3c05b27064591a63bdabfe89ee6022	0.0	0.0	19.0	114.0	56.0	46.0	317.0	305.0	285.0	0.0	60.0	908.0	40.0	134.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	370.0	1231.0	0.0	19.0	0.0	1038.0	119.0	3226.0	0.0	369.0
d6403e5b4389d1c8f2e1c218c0a59134	0.0	0.0	194.0	426.0	497.0	38.0	108.0	736.0	78.0	86.0	192.0	405.0	1419.0	452.0	10.0	0.0	96.0	12.0	83.0	0.0	0.0	0.0	118.0	0.0	0.0	52.0	0.0	99.0	0.0	33.0	161.0	327.0	2624.0	90.0	0.0	52.0	0.0	0.0	84.0	0.0	0.0	163.0
d583f7efa4e8e3253337b97e794d5b2a	0.0	0.0	135.0	0.0	234.0	833.0	817.0	0.0	86.0	1390.0	0.0	354.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.0	717.0	1032.0	1209.0	0.0	0.0	0.0	0.0	687.0	0.0	0.0	29.0	0.0	0.0	43.0	0.0	30.0	399.0	0.0	211.0	307.0
24522f7485582e07564aed7c426af59d	632.0	0.0	0.0	240.0	149.0	1136.0	184.0	0.0	0.0	0.0	401.0	1936.0	0.0	266.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	770.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	564.0	0.0	0.0	0.0	210.0	102.0	48.0	1682.0	174.0
6a84b87f91a1a27af44223cd5c596289	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	6748.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1572.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d7b98981432cbed6a368d19644ccd941	0.0	53.0	0.0	82.0	0.0	0.0	0.0	0.0	133.0	0.0	0.0	124.0	96.0	0.0	2445.0	0.0	429.0	0.0	0.0	0.0	0.0	0.0	65.0	3.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	469.0	2894.0	0.0	1072.0	0.0	0.0	0.0	460.0	0.0	35.0	0.0
5ac2ed53e956273430ecfe2dfa3d62a6	45.0	0.0	0.0	199.0	234.0	277.0	121.0	2360.0	49.0	0.0	56.0	788.0	62.0	472.0	0.0	0.0	0.0	34.0	11.0	0.0	0.0	0.0	2554.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	255.0	270.0	0.0	14.0	0.0	94.0	22.0	0.0	0.0	43.0
8f3c8cb8544640becafb5777eb7a5858	0.0	0.0	0.0	0.0	28.0	2.0	41.0	0.0	0.0	69.0	12.0	0.0	0.0	0.0	783.0	0.0	939.0	1107.0	80.0	36.0	0.0	0.0	69.0	10.0	0.0	2645.0	695.0	248.0	0.0	489.0	0.0	0.0	0.0	0.0	115.0	455.0	0.0	0.0	0.0	0.0	0.0	37.0
9e0ec3721a28e8fc9dc3be65850ff119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7540.0	0.0	0.0	0.0	0.0	0.0
7cdc7f0ee451ee6e9d104f1db24eda8e	0.0	0.0	0.0	12.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7428.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6e7317c14238561fe5865674e3a3206d	2124.0	291.0	0.0	267.0	236.0	1068.0	362.0	0.0	0.0	27.0	322.0	186.0	0.0	26.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	19.0	277.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	415.0	0.0	0.0	0.0	123.0	88.0	495.0	417.0	159.0
7af00553e37e4d72ae3a5e2196d9085d	0.0	11.0	212.0	0.0	0.0	47.0	272.0	6.0	0.0	0.0	769.0	19.0	120.0	45.0	0.0	0.0	923.0	75.0	1065.0	0.0	0.0	0.0	33.0	0.0	13.0	0.0	0.0	0.0	0.0	75.0	0.0	1841.0	0.0	44.0	0.0	1326.0	6.0	0.0	27.0	0.0	0.0	0.0
f7672a2cc6bdf81527b2ca29d5443cc8	0.0	826.0	2920.0	665.0	62.0	160.0	194.0	218.0	535.0	0.0	0.0	0.0	0.0	110.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	483.0	33.0	201.0	0.0	386.0
2b8622a11b3ffaceef5df6e63ee7b664	0.0	0.0	11.0	0.0	72.0	7.0	12.0	0.0	8.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	3016.0	0.0	0.0	0.0	158.0	0.0	220.0	706.0	0.0	0.0	2132.0	89.0	0.0	0.0	132.0	150.0	0.0	0.0	23.0	0.0	4.0	33.0
c243bfa07ac31cb1df45938ad94903bf	0.0	0.0	0.0	0.0	4.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	307.0	0.0	0.0	0.0	359.0	1807.0	4.0	0.0	0.0	0.0	2969.0	0.0	0.0	1301.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	16.0
74e59572346f076883e68f7ac94238ff	33.0	137.0	351.0	577.0	296.0	28.0	440.0	588.0	164.0	0.0	187.0	300.0	0.0	838.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	60.0	0.0	129.0	585.0	0.0	0.0	0.0	19.0	1228.0	0.0	0.0	197.0	0.0	31.0	0.0	146.0	141.0	35.0	63.0	163.0
3d2c97d3a7a30c9c1aa1a4dc5df076b6	0.0	925.0	0.0	186.0	0.0	12.0	37.0	1005.0	0.0	0.0	71.0	0.0	0.0	732.0	0.0	0.0	0.0	16.0	5.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	57.0	0.0	0.0	0.0	2401.0	0.0	328.0	0.0	260.0	391.0	59.0	91.0	0.0	10.0	15.0
409f711b59152d57926cf444c5577087	301.0	585.0	0.0	71.0	257.0	587.0	168.0	62.0	0.0	0.0	1435.0	750.0	0.0	126.0	0.0	0.0	36.0	0.0	25.0	0.0	0.0	0.0	366.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	195.0	0.0	18.0	0.0	23.0	511.0	574.0	476.0	48.0
6c8cbdea5fb5fccf92438e0365dd5651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6503.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7edd5036cada4c421b445a2a4163eb60	8.0	25.0	268.0	72.0	234.0	97.0	131.0	309.0	23.0	765.0	368.0	8.0	0.0	34.0	40.0	0.0	350.0	31.0	12.0	0.0	0.0	0.0	146.0	0.0	0.0	0.0	1265.0	10.0	0.0	571.0	0.0	930.0	0.0	63.0	0.0	342.0	0.0	26.0	166.0	143.0	45.0	0.0
7c473ff6d4d5526263c95a1b3e500361	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1657.0	0.0	0.0	0.0	0.0	1788.0	0.0	0.0	0.0	0.0	0.0	2528.0	0.0	0.0	0.0	0.0	257.0	0.0	0.0	0.0	0.0	0.0	0.0
998cdb402e5886040c99a733f737a2e4	0.0	0.0	266.0	8.0	0.0	158.0	62.0	0.0	11.0	0.0	17.0	50.0	0.0	0.0	0.0	0.0	181.0	13.0	2.0	142.0	0.0	37.0	58.0	0.0	305.0	4025.0	501.0	0.0	0.0	3.0	0.0	0.0	6.0	0.0	30.0	218.0	0.0	0.0	106.0	5.0	35.0	0.0
b7d5d6b5e962c6da0d39aaa50efbe93f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	223.0	711.0	261.0	994.0	0.0	0.0	0.0	160.0	246.0	9.0	221.0	1131.0	0.0	0.0	7.0	1026.0	0.0	0.0	236.0	981.0	0.0	0.0	0.0	0.0	0.0	10.0
841ea34437228d9fa66de17a4edfdaec	0.0	0.0	0.0	77.0	0.0	0.0	1474.0	0.0	0.0	842.0	0.0	0.0	650.0	618.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1516.0	5.0	0.0	0.0	0.0	0.0	774.0	0.0	0.0
d3829c53b66db828d6bff7f21c6dad28	59.0	57.0	338.0	121.0	0.0	43.0	184.0	495.0	35.0	2109.0	123.0	84.0	315.0	47.0	0.0	18.0	0.0	14.0	0.0	0.0	0.0	0.0	85.0	0.0	13.0	191.0	0.0	0.0	0.0	0.0	13.0	922.0	68.0	47.0	28.0	73.0	17.0	0.0	57.0	120.0	0.0	257.0
f148c9872201cbd90a403cf63b13e46c	0.0	46.0	40.0	9.0	38.0	0.0	43.0	24.0	5.0	2.0	24.0	7.0	8.0	2.0	0.0	0.0	113.0	861.0	173.0	1375.0	3.0	38.0	11.0	0.0	80.0	10.0	726.0	400.0	0.0	395.0	0.0	103.0	0.0	53.0	0.0	237.0	0.0	10.0	104.0	537.0	241.0	33.0
4807fd4aead0b0bf88e292fcc2213ed8	0.0	0.0	94.0	0.0	64.0	20.0	30.0	2014.0	8.0	0.0	10.0	0.0	3092.0	19.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	101.0	0.0	0.0	0.0	20.0	44.0	6.0	8.0	0.0
e94a9da4bdf2d1d6fd8b6216ea53a5ab	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	290.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	17.0	0.0	0.0	5294.0	0.0	0.0	0.0	0.0	0.0
7fa9543a7024eeff9c70535a8f9af4e4	71.0	0.0	115.0	0.0	0.0	0.0	0.0	0.0	0.0	222.0	138.0	0.0	0.0	26.0	1932.0	0.0	90.0	57.0	0.0	22.0	0.0	41.0	95.0	9.0	0.0	0.0	223.0	271.0	0.0	98.0	0.0	863.0	0.0	48.0	0.0	558.0	0.0	0.0	0.0	0.0	531.0	0.0
b970b7218f0671abd2c5d5050641543d	30.0	0.0	0.0	48.0	148.0	0.0	17.0	0.0	125.0	3523.0	19.0	188.0	81.0	157.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	135.0	35.0	6.0	0.0	5.0	40.0	51.0	85.0	0.0	614.0
afc51b2c9be76cc7fedaed4cc7bdf3f3	0.0	0.0	0.0	0.0	0.0	31.0	116.0	0.0	0.0	1398.0	208.0	0.0	394.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2494.0	0.0	223.0	0.0	0.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.0	129.0	0.0	0.0	40.0	42.0	0.0	0.0
6b25a378e95a985d2094c08056c9f2c0	1388.0	282.0	0.0	73.0	213.0	140.0	221.0	49.0	0.0	0.0	156.0	83.0	11.0	173.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	14.0	333.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	340.0	0.0	0.0	0.0	167.0	96.0	238.0	1080.0	71.0
d386863b6a0565708ae63f7aec6cec88	0.0	461.0	0.0	280.0	0.0	74.0	460.0	218.0	544.0	0.0	58.0	0.0	122.0	361.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	732.0	78.0	813.0	27.0	875.0
0f762e7a14de70b9893f8480738dac48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3651.0	0.0	136.0	0.0	666.0	0.0	61.0	0.0	0.0	164.0	60.0	0.0	0.0	0.0	124.0	244.0	0.0	0.0	0.0	0.0	0.0
44536e7d859312677ce835c0cb53eeca	0.0	130.0	0.0	140.0	634.0	172.0	195.0	0.0	21.0	0.0	379.0	6.0	0.0	86.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	574.0	0.0	0.0	0.0	78.0	370.0	0.0	4.0	0.0	50.0	432.0	200.0	133.0	1446.0
27d6ff54816a1a1f50e373155cbcdb80	0.0	0.0	0.0	0.0	0.0	0.0	85.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4967.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
a2f67832133c0910c8a00ca102ae84e8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4955.0	0.0	0.0	0.0	0.0	0.0
9266ee26eeabc6a220c518083d91120a	131.0	0.0	0.0	58.0	283.0	449.0	497.0	166.0	0.0	0.0	114.0	207.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1372.0	0.0	0.0	0.0	75.0	686.0	0.0	203.0	666.0
e72505f2d55c26a22716c4c71372196d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4844.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
